id,topic,position,retrospective,coder,codebook
C00907,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00908,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00909,0,,.,model-in-conversation,PAPv2-Y4-p2
C00910,1,0,1,model-in-conversation,PAPv2-Y4-p2
C00911,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00912,0,,.,model-in-conversation,PAPv2-Y4-p2
C00913,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00914,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00915,0,,.,model-in-conversation,PAPv2-Y4-p2
C00916,0,,.,model-in-conversation,PAPv2-Y4-p2
C00917,1,0,1,model-in-conversation,PAPv2-Y4-p2
C00918,0,,.,model-in-conversation,PAPv2-Y4-p2
C00919,1,0,1,model-in-conversation,PAPv2-Y4-p2
C00920,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00921,0,,.,model-in-conversation,PAPv2-Y4-p2
C00922,0,,.,model-in-conversation,PAPv2-Y4-p2
C00923,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00924,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00925,0,,.,model-in-conversation,PAPv2-Y4-p2
C00926,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00927,1,1,1,model-in-conversation,PAPv2-Y4-p2
C00928,0,,.,model-in-conversation,PAPv2-Y4-p2
C00929,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00930,0,,.,model-in-conversation,PAPv2-Y4-p2
C00931,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00932,0,,.,model-in-conversation,PAPv2-Y4-p2
C00933,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00934,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00935,0,,.,model-in-conversation,PAPv2-Y4-p2
C00936,0,,.,model-in-conversation,PAPv2-Y4-p2
C00937,0,,.,model-in-conversation,PAPv2-Y4-p2
C00938,1,0,1,model-in-conversation,PAPv2-Y4-p2
C00939,0,,.,model-in-conversation,PAPv2-Y4-p2
C00940,0,,.,model-in-conversation,PAPv2-Y4-p2
C00941,1,1,1,model-in-conversation,PAPv2-Y4-p2
C00942,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00943,0,,.,model-in-conversation,PAPv2-Y4-p2
C00944,0,,.,model-in-conversation,PAPv2-Y4-p2
C00945,0,,.,model-in-conversation,PAPv2-Y4-p2
C00946,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00947,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00948,1,0,1,model-in-conversation,PAPv2-Y4-p2
C00949,1,0,1,model-in-conversation,PAPv2-Y4-p2
C00950,0,,.,model-in-conversation,PAPv2-Y4-p2
C00951,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00952,0,,.,model-in-conversation,PAPv2-Y4-p2
C00953,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00954,0,,.,model-in-conversation,PAPv2-Y4-p2
C00955,1,0,1,model-in-conversation,PAPv2-Y4-p2
C00956,0,,.,model-in-conversation,PAPv2-Y4-p2
C00957,0,,.,model-in-conversation,PAPv2-Y4-p2
C00958,0,,.,model-in-conversation,PAPv2-Y4-p2
C00959,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00960,0,,.,model-in-conversation,PAPv2-Y4-p2
C00961,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00962,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00963,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00964,0,,.,model-in-conversation,PAPv2-Y4-p2
C00965,0,,.,model-in-conversation,PAPv2-Y4-p2
C00966,0,,.,model-in-conversation,PAPv2-Y4-p2
C00967,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00968,1,0,1,model-in-conversation,PAPv2-Y4-p2
C00969,0,,.,model-in-conversation,PAPv2-Y4-p2
C00970,1,-1,1,model-in-conversation,PAPv2-Y4-p2
C00971,0,,.,model-in-conversation,PAPv2-Y4-p2
C00972,0,,.,model-in-conversation,PAPv2-Y4-p2
C00973,1,1,1,model-in-conversation,PAPv2-Y4-p2
C00974,0,,.,model-in-conversation,PAPv2-Y4-p2
C00975,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C00976,0,,.,model-in-conversation,PAPv2-Y4-p2
C00977,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00978,0,,.,model-in-conversation,PAPv2-Y4-p2
C00979,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00980,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00981,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00982,0,,.,model-in-conversation,PAPv2-Y4-p2
C00983,0,,.,model-in-conversation,PAPv2-Y4-p2
C00984,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00985,1,0,1,model-in-conversation,PAPv2-Y4-p2
C00986,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00987,0,,.,model-in-conversation,PAPv2-Y4-p2
C00988,0,,.,model-in-conversation,PAPv2-Y4-p2
C00989,1,0,0,model-in-conversation,PAPv2-Y4-p2
C00990,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00991,0,,.,model-in-conversation,PAPv2-Y4-p2
C00992,1,0,1,model-in-conversation,PAPv2-Y4-p2
C00993,0,,.,model-in-conversation,PAPv2-Y4-p2
C00994,0,,.,model-in-conversation,PAPv2-Y4-p2
C00995,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00996,0,,.,model-in-conversation,PAPv2-Y4-p2
C00997,0,,.,model-in-conversation,PAPv2-Y4-p2
C00998,1,1,0,model-in-conversation,PAPv2-Y4-p2
C00999,1,-1,1,model-in-conversation,PAPv2-Y4-p2
C01000,0,,.,model-in-conversation,PAPv2-Y4-p2
C01001,1,1,1,model-in-conversation,PAPv2-Y4-p2
C01002,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01003,1,0,0,model-in-conversation,PAPv2-Y4-p2
C01004,0,,.,model-in-conversation,PAPv2-Y4-p2
C01005,1,-1,1,model-in-conversation,PAPv2-Y4-p2
C01006,1,1,1,model-in-conversation,PAPv2-Y4-p2
C01007,1,0,1,model-in-conversation,PAPv2-Y4-p2
C01008,0,,.,model-in-conversation,PAPv2-Y4-p2
C01009,0,,.,model-in-conversation,PAPv2-Y4-p2
C01010,0,,.,model-in-conversation,PAPv2-Y4-p2
C01011,0,,.,model-in-conversation,PAPv2-Y4-p2
C01012,1,0,0,model-in-conversation,PAPv2-Y4-p2
C01013,1,-1,1,model-in-conversation,PAPv2-Y4-p2
C01014,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01015,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01016,0,,.,model-in-conversation,PAPv2-Y4-p2
C01017,0,,.,model-in-conversation,PAPv2-Y4-p2
C01018,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01019,0,,.,model-in-conversation,PAPv2-Y4-p2
C01020,1,0,1,model-in-conversation,PAPv2-Y4-p2
C01021,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01022,0,,.,model-in-conversation,PAPv2-Y4-p2
C01023,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01024,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01025,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01026,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01027,1,0,0,model-in-conversation,PAPv2-Y4-p2
C01028,1,0,0,model-in-conversation,PAPv2-Y4-p2
C01029,1,1,1,model-in-conversation,PAPv2-Y4-p2
C01030,1,0,0,model-in-conversation,PAPv2-Y4-p2
C01031,1,0,1,model-in-conversation,PAPv2-Y4-p2
C01032,0,,.,model-in-conversation,PAPv2-Y4-p2
C01033,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01034,0,,.,model-in-conversation,PAPv2-Y4-p2
C01035,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C01036,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01037,0,,.,model-in-conversation,PAPv2-Y4-p2
C01038,0,,.,model-in-conversation,PAPv2-Y4-p2
C01039,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C01040,1,0,1,model-in-conversation,PAPv2-Y4-p2
C01041,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01042,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01043,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C01044,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C01045,0,,.,model-in-conversation,PAPv2-Y4-p2
C01046,1,0,0,model-in-conversation,PAPv2-Y4-p2
C01047,0,,.,model-in-conversation,PAPv2-Y4-p2
C01048,0,,.,model-in-conversation,PAPv2-Y4-p2
C01049,0,,.,model-in-conversation,PAPv2-Y4-p2
C01050,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01051,0,,.,model-in-conversation,PAPv2-Y4-p2
C01052,0,,.,model-in-conversation,PAPv2-Y4-p2
C01053,0,,.,model-in-conversation,PAPv2-Y4-p2
C01054,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01055,0,,.,model-in-conversation,PAPv2-Y4-p2
C01056,1,0,0,model-in-conversation,PAPv2-Y4-p2
C01057,0,,.,model-in-conversation,PAPv2-Y4-p2
C01058,0,,.,model-in-conversation,PAPv2-Y4-p2
C01059,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01060,1,0,0,model-in-conversation,PAPv2-Y4-p2
C01061,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C01062,1,0,0,model-in-conversation,PAPv2-Y4-p2
C01063,0,,.,model-in-conversation,PAPv2-Y4-p2
C01064,1,1,1,model-in-conversation,PAPv2-Y4-p2
C01065,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C01066,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01067,1,0,1,model-in-conversation,PAPv2-Y4-p2
C01068,1,0,0,model-in-conversation,PAPv2-Y4-p2
C01069,0,,.,model-in-conversation,PAPv2-Y4-p2
C01070,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01071,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01072,1,0,0,model-in-conversation,PAPv2-Y4-p2
C01073,1,0,1,model-in-conversation,PAPv2-Y4-p2
C01074,0,,.,model-in-conversation,PAPv2-Y4-p2
C01075,1,0,0,model-in-conversation,PAPv2-Y4-p2
C01076,0,,.,model-in-conversation,PAPv2-Y4-p2
C01077,0,,.,model-in-conversation,PAPv2-Y4-p2
C01078,1,0,1,model-in-conversation,PAPv2-Y4-p2
C01079,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C01080,1,0,0,model-in-conversation,PAPv2-Y4-p2
C01081,1,0,1,model-in-conversation,PAPv2-Y4-p2
C01082,0,,.,model-in-conversation,PAPv2-Y4-p2
C01083,1,1,1,model-in-conversation,PAPv2-Y4-p2
C01084,0,,.,model-in-conversation,PAPv2-Y4-p2
C01085,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C01086,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C01087,1,1,1,model-in-conversation,PAPv2-Y4-p2
C01088,0,,.,model-in-conversation,PAPv2-Y4-p2
C01089,1,0,0,model-in-conversation,PAPv2-Y4-p2
C01090,1,1,1,model-in-conversation,PAPv2-Y4-p2
C01091,0,,.,model-in-conversation,PAPv2-Y4-p2
C01092,0,,.,model-in-conversation,PAPv2-Y4-p2
C01093,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C01094,1,0,0,model-in-conversation,PAPv2-Y4-p2
C01095,0,,.,model-in-conversation,PAPv2-Y4-p2
C01096,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01097,1,0,0,model-in-conversation,PAPv2-Y4-p2
C01098,0,,.,model-in-conversation,PAPv2-Y4-p2
C01099,0,,.,model-in-conversation,PAPv2-Y4-p2
C01100,0,,.,model-in-conversation,PAPv2-Y4-p2
C01101,0,,.,model-in-conversation,PAPv2-Y4-p2
C01102,1,0,1,model-in-conversation,PAPv2-Y4-p2
C01103,0,,.,model-in-conversation,PAPv2-Y4-p2
C01104,0,,.,model-in-conversation,PAPv2-Y4-p2
C01105,0,,.,model-in-conversation,PAPv2-Y4-p2
C01106,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01107,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01108,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01109,0,,.,model-in-conversation,PAPv2-Y4-p2
C01110,0,,.,model-in-conversation,PAPv2-Y4-p2
C01111,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C01112,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C01113,1,0,1,model-in-conversation,PAPv2-Y4-p2
C01114,0,,.,model-in-conversation,PAPv2-Y4-p2
C01115,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C01116,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C01117,1,0,1,model-in-conversation,PAPv2-Y4-p2
C01118,0,,.,model-in-conversation,PAPv2-Y4-p2
C01119,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C01120,1,0,0,model-in-conversation,PAPv2-Y4-p2
C01121,0,,.,model-in-conversation,PAPv2-Y4-p2
C01122,1,0,1,model-in-conversation,PAPv2-Y4-p2
C01123,1,0,0,model-in-conversation,PAPv2-Y4-p2
C01124,0,,.,model-in-conversation,PAPv2-Y4-p2
C01125,0,,.,model-in-conversation,PAPv2-Y4-p2
C01126,0,,.,model-in-conversation,PAPv2-Y4-p2
C01127,1,0,0,model-in-conversation,PAPv2-Y4-p2
C01128,1,0,1,model-in-conversation,PAPv2-Y4-p2
C01129,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01130,1,0,1,model-in-conversation,PAPv2-Y4-p2
C01131,0,,.,model-in-conversation,PAPv2-Y4-p2
C01132,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01133,0,,.,model-in-conversation,PAPv2-Y4-p2
C01134,0,,.,model-in-conversation,PAPv2-Y4-p2
C01135,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C01136,0,,.,model-in-conversation,PAPv2-Y4-p2
C01137,0,,.,model-in-conversation,PAPv2-Y4-p2
C01138,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01139,1,0,0,model-in-conversation,PAPv2-Y4-p2
C01140,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C01141,1,0,0,model-in-conversation,PAPv2-Y4-p2
C01142,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01143,1,0,0,model-in-conversation,PAPv2-Y4-p2
C01144,0,,.,model-in-conversation,PAPv2-Y4-p2
C01145,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01146,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C01147,0,,.,model-in-conversation,PAPv2-Y4-p2
C01148,0,,.,model-in-conversation,PAPv2-Y4-p2
C01149,0,,.,model-in-conversation,PAPv2-Y4-p2
C01150,0,,.,model-in-conversation,PAPv2-Y4-p2
C01151,0,,.,model-in-conversation,PAPv2-Y4-p2
C01152,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01153,1,0,0,model-in-conversation,PAPv2-Y4-p2
C01154,1,0,1,model-in-conversation,PAPv2-Y4-p2
C01155,0,,.,model-in-conversation,PAPv2-Y4-p2
C01156,0,,.,model-in-conversation,PAPv2-Y4-p2
C01157,1,0,0,model-in-conversation,PAPv2-Y4-p2
C01158,0,,.,model-in-conversation,PAPv2-Y4-p2
C01159,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01160,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C01161,1,0,0,model-in-conversation,PAPv2-Y4-p2
C01162,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C01163,0,,.,model-in-conversation,PAPv2-Y4-p2
C01164,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C01165,1,0,0,model-in-conversation,PAPv2-Y4-p2
C01166,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01167,1,0,1,model-in-conversation,PAPv2-Y4-p2
C01168,1,0,0,model-in-conversation,PAPv2-Y4-p2
C01169,0,,.,model-in-conversation,PAPv2-Y4-p2
C01170,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01171,0,,.,model-in-conversation,PAPv2-Y4-p2
C01172,0,,.,model-in-conversation,PAPv2-Y4-p2
C01173,0,,.,model-in-conversation,PAPv2-Y4-p2
C01174,1,1,1,model-in-conversation,PAPv2-Y4-p2
C01175,0,,.,model-in-conversation,PAPv2-Y4-p2
C01176,1,-1,1,model-in-conversation,PAPv2-Y4-p2
C01177,0,,.,model-in-conversation,PAPv2-Y4-p2
C01178,0,,.,model-in-conversation,PAPv2-Y4-p2
C01179,0,,.,model-in-conversation,PAPv2-Y4-p2
C01180,0,,.,model-in-conversation,PAPv2-Y4-p2
C01181,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01182,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01183,0,,.,model-in-conversation,PAPv2-Y4-p2
C01184,0,,.,model-in-conversation,PAPv2-Y4-p2
C01185,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C01186,0,,.,model-in-conversation,PAPv2-Y4-p2
C01187,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01188,0,,.,model-in-conversation,PAPv2-Y4-p2
C01189,1,1,1,model-in-conversation,PAPv2-Y4-p2
C01190,0,,.,model-in-conversation,PAPv2-Y4-p2
C01191,0,,.,model-in-conversation,PAPv2-Y4-p2
C01192,0,,.,model-in-conversation,PAPv2-Y4-p2
C01193,0,,.,model-in-conversation,PAPv2-Y4-p2
C01194,0,,.,model-in-conversation,PAPv2-Y4-p2
C01195,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01196,0,,.,model-in-conversation,PAPv2-Y4-p2
C01197,0,,.,model-in-conversation,PAPv2-Y4-p2
C01198,0,,.,model-in-conversation,PAPv2-Y4-p2
C01199,0,,.,model-in-conversation,PAPv2-Y4-p2
C01200,1,0,1,model-in-conversation,PAPv2-Y4-p2
C01201,1,0,1,model-in-conversation,PAPv2-Y4-p2
C01203,1,0,1,model-in-conversation,PAPv2-Y4-p2
C01204,1,0,0,model-in-conversation,PAPv2-Y4-p2
C01205,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C01206,0,,.,model-in-conversation,PAPv2-Y4-p2
C01207,1,0,0,model-in-conversation,PAPv2-Y4-p2
C01208,0,,.,model-in-conversation,PAPv2-Y4-p2
C01209,1,0,0,model-in-conversation,PAPv2-Y4-p2
C01210,0,,.,model-in-conversation,PAPv2-Y4-p2
C01211,1,0,0,model-in-conversation,PAPv2-Y4-p2
C01212,0,,.,model-in-conversation,PAPv2-Y4-p2
C01213,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01202,0,,.,model-in-conversation,PAPv2-Y4-p2
C01214,1,0,0,model-in-conversation,PAPv2-Y4-p2
C01215,1,0,1,model-in-conversation,PAPv2-Y4-p2
C01216,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C01217,0,,.,model-in-conversation,PAPv2-Y4-p2
C01218,0,,.,model-in-conversation,PAPv2-Y4-p2
C01219,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01220,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C01221,0,,.,model-in-conversation,PAPv2-Y4-p2
C01222,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C01223,0,,.,model-in-conversation,PAPv2-Y4-p2
C01224,1,0,1,model-in-conversation,PAPv2-Y4-p2
C01225,0,,.,model-in-conversation,PAPv2-Y4-p2
C01226,1,0,1,model-in-conversation,PAPv2-Y4-p2
C01227,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C01228,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01229,0,,.,model-in-conversation,PAPv2-Y4-p2
C01230,1,0,1,model-in-conversation,PAPv2-Y4-p2
C01231,0,,.,model-in-conversation,PAPv2-Y4-p2
C01232,1,0,1,model-in-conversation,PAPv2-Y4-p2
C01233,1,0,0,model-in-conversation,PAPv2-Y4-p2
C01234,1,0,0,model-in-conversation,PAPv2-Y4-p2
C01235,1,-1,1,model-in-conversation,PAPv2-Y4-p2
C01236,1,0,0,model-in-conversation,PAPv2-Y4-p2
C01237,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01238,1,-1,1,model-in-conversation,PAPv2-Y4-p2
C01239,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C01240,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C01241,1,0,0,model-in-conversation,PAPv2-Y4-p2
C01242,0,,.,model-in-conversation,PAPv2-Y4-p2
C01243,0,,.,model-in-conversation,PAPv2-Y4-p2
C01244,1,0,0,model-in-conversation,PAPv2-Y4-p2
C01245,1,0,1,model-in-conversation,PAPv2-Y4-p2
C01246,0,,.,model-in-conversation,PAPv2-Y4-p2
C01247,0,,.,model-in-conversation,PAPv2-Y4-p2
C01248,0,,.,model-in-conversation,PAPv2-Y4-p2
C01249,0,,.,model-in-conversation,PAPv2-Y4-p2
C01250,1,0,0,model-in-conversation,PAPv2-Y4-p2
C01251,0,,.,model-in-conversation,PAPv2-Y4-p2
C01252,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01253,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01254,0,,.,model-in-conversation,PAPv2-Y4-p2
C01255,1,0,0,model-in-conversation,PAPv2-Y4-p2
C01256,0,,.,model-in-conversation,PAPv2-Y4-p2
C01257,0,,.,model-in-conversation,PAPv2-Y4-p2
C01258,1,0,0,model-in-conversation,PAPv2-Y4-p2
C01259,0,,.,model-in-conversation,PAPv2-Y4-p2
C01260,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01261,0,,.,model-in-conversation,PAPv2-Y4-p2
C01262,1,0,0,model-in-conversation,PAPv2-Y4-p2
C01263,0,,.,model-in-conversation,PAPv2-Y4-p2
C01264,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C01265,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01266,0,,.,model-in-conversation,PAPv2-Y4-p2
C01267,0,,.,model-in-conversation,PAPv2-Y4-p2
C01268,1,0,0,model-in-conversation,PAPv2-Y4-p2
C01269,0,,.,model-in-conversation,PAPv2-Y4-p2
C01270,0,,.,model-in-conversation,PAPv2-Y4-p2
C01271,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C01272,1,0,0,model-in-conversation,PAPv2-Y4-p2
C01273,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01274,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C01275,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C01276,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01277,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C01278,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01279,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01280,0,,.,model-in-conversation,PAPv2-Y4-p2
C01281,0,,.,model-in-conversation,PAPv2-Y4-p2
C01282,1,0,0,model-in-conversation,PAPv2-Y4-p2
C01283,0,,.,model-in-conversation,PAPv2-Y4-p2
C01284,0,,.,model-in-conversation,PAPv2-Y4-p2
C01285,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C01286,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C01287,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01288,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C01289,0,,.,model-in-conversation,PAPv2-Y4-p2
C01290,0,,.,model-in-conversation,PAPv2-Y4-p2
C01291,0,,.,model-in-conversation,PAPv2-Y4-p2
C01292,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C01293,0,,.,model-in-conversation,PAPv2-Y4-p2
C01294,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C01295,0,,.,model-in-conversation,PAPv2-Y4-p2
C01296,1,0,1,model-in-conversation,PAPv2-Y4-p2
C01297,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01298,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C01299,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C01300,0,,.,model-in-conversation,PAPv2-Y4-p2
C01301,1,0,1,model-in-conversation,PAPv2-Y4-p2
C01302,1,0,0,model-in-conversation,PAPv2-Y4-p2
C01303,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01304,0,,.,model-in-conversation,PAPv2-Y4-p2
C01305,1,0,1,model-in-conversation,PAPv2-Y4-p2
C01306,0,,.,model-in-conversation,PAPv2-Y4-p2
C01307,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01308,0,,.,model-in-conversation,PAPv2-Y4-p2
C01309,1,0,0,model-in-conversation,PAPv2-Y4-p2
C01310,0,,.,model-in-conversation,PAPv2-Y4-p2
C01311,1,0,0,model-in-conversation,PAPv2-Y4-p2
C01312,0,,.,model-in-conversation,PAPv2-Y4-p2
C01313,0,,.,model-in-conversation,PAPv2-Y4-p2
C01314,1,0,0,model-in-conversation,PAPv2-Y4-p2
C01315,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01316,0,,.,model-in-conversation,PAPv2-Y4-p2
C01317,1,1,1,model-in-conversation,PAPv2-Y4-p2
C01318,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01319,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C01320,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01321,1,0,0,model-in-conversation,PAPv2-Y4-p2
C01322,1,1,1,model-in-conversation,PAPv2-Y4-p2
C01323,1,0,0,model-in-conversation,PAPv2-Y4-p2
C01324,0,,.,model-in-conversation,PAPv2-Y4-p2
C01325,0,,.,model-in-conversation,PAPv2-Y4-p2
C01326,1,0,1,model-in-conversation,PAPv2-Y4-p2
C01327,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C01328,0,,.,model-in-conversation,PAPv2-Y4-p2
C01329,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C01330,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01331,0,,.,model-in-conversation,PAPv2-Y4-p2
C01332,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01333,1,0,0,model-in-conversation,PAPv2-Y4-p2
C01334,0,,.,model-in-conversation,PAPv2-Y4-p2
C01335,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01336,1,0,1,model-in-conversation,PAPv2-Y4-p2
C01337,0,,.,model-in-conversation,PAPv2-Y4-p2
C01338,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C01339,0,,.,model-in-conversation,PAPv2-Y4-p2
C01340,0,,.,model-in-conversation,PAPv2-Y4-p2
C01341,1,0,0,model-in-conversation,PAPv2-Y4-p2
C01342,0,,.,model-in-conversation,PAPv2-Y4-p2
C01343,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01344,0,,.,model-in-conversation,PAPv2-Y4-p2
C01345,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C01346,1,0,0,model-in-conversation,PAPv2-Y4-p2
C01347,0,,.,model-in-conversation,PAPv2-Y4-p2
C01348,0,,.,model-in-conversation,PAPv2-Y4-p2
C01349,1,0,1,model-in-conversation,PAPv2-Y4-p2
C01350,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C01351,0,,.,model-in-conversation,PAPv2-Y4-p2
C01352,1,0,1,model-in-conversation,PAPv2-Y4-p2
C01353,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C01354,1,-1,1,model-in-conversation,PAPv2-Y4-p2
C01355,0,,.,model-in-conversation,PAPv2-Y4-p2
C01356,1,0,1,model-in-conversation,PAPv2-Y4-p2
C01357,1,0,0,model-in-conversation,PAPv2-Y4-p2
C01358,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01359,1,1,0,model-in-conversation,PAPv2-Y4-p2
C01360,1,-1,0,model-in-conversation,PAPv2-Y4-p2
C01361,0,,.,model-in-conversation,PAPv2-Y4-p2
